id,prompt,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation
quiz-157,自然語言通常是指一種自然地隨文化演化的語言，自然語言處理則是要讓電腦能妥善的處理自然語言，其最終目標是要讓電腦能「理解」自然語言。請問推測下列和者為自然語言處理的應用？,問答辨識系統,機器翻譯,資訊索引,以上皆是,D,正確答案是 D：以上皆是。
quiz-158,Deep learinging 為時下最熱門的研究領域之一，請問下列何者不為常見的神經網路模型？,NN,RNN,CNN,ZNN,D,正確答案是 D：ZNN。
quiz-159,請問要輸入什麼才能離開 Vim？,Ctrl-C,:exit,:),:q,D,正確答案是 D：:q。
quiz-160,請問第一屆 SITCON 辦在下列何處？,台科大,中央研究院 人文科學館,國立科學工藝博物館,台大,A,正確答案是 A：台科大。
quiz-161,請問 SITCON 有一個帶領大家認識學生計算機年會的活動，是下列何者？,閃電秀,導遊團,Unconference,大地遊戲,B,正確答案是 B：導遊團。
quiz-162,請問 SITCON 小編群沒有在下列何者平台發文過？,Facebook,Plurk,Instagram,推特,C,正確答案是 C：Instagram。
quiz-163,勒索病毒服務簡稱為？,RaaS,LaaS,KaaS,MaaS,A,正確答案是 A：RaaS。
quiz-164,近年來，資安漏洞與危機頻傳，2017 年惡名昭彰的勒索病毒 WannaCry 更是造成全球陷入資安風報，更有資安公司大膽預言，2018 年 ___________ 將是犯罪集團主要獲利模式，請推測 _________ 中為下列何者？,比特幣,數位勒索,變臉詐騙,釣魚網站,B,正確答案是 B：數位勒索。
quiz-165,去年，FCC 宣布廢除什麼，引發了資訊界一片譁然？,電腦平等性原則,網路中立性原則,資訊公平性原則,手機差異性原則,B,正確答案是 B：網路中立性原則。
quiz-166,二進位表示法的 1010 在十進位表示法中寫成？,10,11,12,13,A,正確答案是 A：10。
quiz-167,二進位表示法的 1011 在十進位表示法中寫成？,10,11,12,13,B,正確答案是 B：11。
quiz-168,二進位表示法的 1100 在十進位表示法中寫成？,10,11,12,13,C,正確答案是 C：12。
quiz-169,二進位表示法的 1101 在十進位表示法中寫成？,12,13,14,15,B,正確答案是 B：13。
quiz-170,二進位表示法的 1110 在十進位表示法中寫成？,12,13,14,15,C,正確答案是 C：14。
quiz-171,二進位表示法的 1111 在十進位表示法中寫成？,13,14,15,16,C,正確答案是 C：15。
quiz-172,以下何者符合正規表達式「ab*ab」？,aab,ababa,abbbaab,ababbba,A,正確答案是 A：aab。
quiz-173,以下何者符合正規表達式「a+b」？,abbb,ba,bab,aab,D,正確答案是 D：aab。
quiz-174,"假設現在 $t0=0、$t1=1、$t2=2，則若有一 MIPS 指令 add $t0, $t1, $t2，問 $t2=？",0,1,2,3,C,正確答案是 C：2。
quiz-175,十六進位表示法的 a0 在二進位表示法中可以表示成？,1010 0000,1010 1111,1001 1111,1011 0000,A,正確答案是 A：1010 0000。
quiz-176,十六進位表示法的 62 在二進位表示法中可以表示成？,0110 0001,0101 1000,0110 0010,1010 0101,C,正確答案是 C：0110 0010。
quiz-177,1 GB 等於多少 MB？,1000,10000,1024,1042,C,正確答案是 C：1024。
quiz-178,1 MB 等於多少 KB？,1024,2048,1000,10000,A,正確答案是 A：1024。
quiz-179,"假設現在 $t0=0、$t1=1、$t2=2，則若有一 MIPS 指令 sub $t2, $t1, $t0，問 $t1=？",0,1,2,3,B,正確答案是 B：1。
quiz-180,下列何者是今日議程之一？,BGP Hijacking: new ways to mass surveillance,Use AI to make our own anime girl face,No More Crypto Fails,The evolving role of mobile communication in everyday logistics,B,正確答案是 B：Use AI to make our own anime girl face。
quiz-181,下列何者並非今日議程之一？,泡沫列車：一趟加密貨幣的經濟之旅,從 V8 Javascript 引擎淺談現代編譯技術,從學生到放火實習生的奇幻旅程,蘊含著強大力量的 GTK 啊，封印解除！,B,正確答案是 B：從 V8 Javascript 引擎淺談現代編譯技術。
quiz-182,下列何者並非今日議程之一？,奔跑吧！台北：遊戲開發經驗分享,我單槍匹馬的開源貢獻之路,現代檔案系統 ZFS 的簡介與應用,校園資訊系統的困境與嘗試改善,D,正確答案是 D：校園資訊系統的困境與嘗試改善。
quiz-183,下列何者並非今日議程之一？,計算中的遊戲與模仿,「我寫故我在」社群媒體裡的憂鬱蹤跡,讀 scheme 魔法書 SICP,由淺入坑區塊鏈～從認識架構到應用智能合約！,B,正確答案是 B：「我寫故我在」社群媒體裡的憂鬱蹤跡。
quiz-184,下列何者並非今日議程之一？,瀏覽器開發與開源經驗,計算中的遊戲與模仿,直播邊看邊好玩：探討遊戲挑戰及持續意圖,CCNS Radio - 社辦點歌電台,C,正確答案是 C：直播邊看邊好玩：探討遊戲挑戰及持續意圖。
quiz-185,下列何者並非今日議程之一？,網路身分的真與假：談網路實名制,瀏覽器開發與開源經驗,由淺入坑區塊鏈～從認識架構到應用智能合約！,Vault 7 考古挖寶記,A,正確答案是 A：網路身分的真與假：談網路實名制。
quiz-186,下列哪一種雜湊演算法不容易遭受 Hash Collision?,SHA-1,SHA-256,MD5,MD4,B,正確答案是 B：SHA-256。
quiz-187,請問標準 UML 中，下列何者符號代表 start ？,○,●,㊣,◎,B,正確答案是 B：●。
quiz-188,若要純粹以 CSS 建置 RWD 網頁，不會用到下面哪一種 CSS 語法？,mid-width,max-width,@keyframes,@media,C,正確答案是 C：@keyframes。
quiz-189,CSS3 新增了一個可用於計算數值的功能，請問該語法為？,opacity,calc,display,em,B,正確答案是 B：calc。
quiz-190,SITCON 的 Logo 於 2014 年正式定稿為現今的版本，請問此 Logo 圖像部分為何種物品？,指南針,橘子,蘋果,香蕉,A,正確答案是 A：指南針。
quiz-191,向量繪圖軟體為藝術與設計創作者很重要的創作工具之一，請問下列何者是開源的向量繪圖軟體？,illustrator,Inkscape,GIMP,Open Office,B,正確答案是 B：Inkscape。
quiz-192,在 Python3 中，下列哪一種模式可以寫入文件且不清空前內容？,a,r+,w,w+,A,正確答案是 A：a。
quiz-193,請問 0011 1010 之 2 補數為多少？,0011 1010,1100 0101,1100 0110,1101 0101,C,正確答案是 C：1100 0110。
quiz-194,請問 0011 1010 之 1 補數為多少？,0011 1010,1100 0101,1100 0110,1101 0101,B,正確答案是 B：1100 0101。
quiz-195,請問下列關於資料結構中， Stack 的敘述何者錯誤？,FIFO,利用 push 加入新資料,利用 pop 移出資料,只允許在一端進行操作,A,正確答案是 A：FIFO。
quiz-196,請問下列關於資料結構中， Queue 的敘述何者錯誤？,FIFO,可以將資料由 front 刪除,rear 亦可以進行刪除操作,Queue 可以設計成環狀,C,正確答案是 C：rear 亦可以進行刪除操作。
quiz-197,請問關於 XOR 的 Truth table 何者正確？,"(1,1) => 1","(1,0) => 0","(0,0) => 0","(0,1) => 1",D,"正確答案是 D：(0,1) => 1。"
quiz-198,雲端運算有三大服務，請問不包含下列何者？,IaaS,FaaS,PaaS,SaaS,B,正確答案是 B：FaaS。
quiz-199,雲端運算仍在發展中，目前普遍認同的雲端運算服務是 SPI 模型，請問 SPI 所指的服務不包含下列何者？,軟體,平台,基礎建設,公共建設,D,正確答案是 D：公共建設。
quiz-200,請問下列關於 IaaS（Infrastructure as a Service）的敘述，何者錯誤？,降低了硬體運算資源取得的門檻,需要運算資源時，可立即獲得資源,使用者需要理解雲端運算背後的架構,可依使用者的需求動態彈性縮放,C,正確答案是 C：使用者需要理解雲端運算背後的架構。
quiz-201,請問下列關於 PaaS（Platform as a Service）的敘述，何者錯誤？,將應用程式開發環境以服務的型式來提供,降低了開發與部署應用程式的門檻,開發人員不需要先建置開發環境的硬體平臺,無法結合其他形式的雲端服務,D,正確答案是 D：無法結合其他形式的雲端服務。
quiz-202,截至 2017 年，在 GitHub 上最多專案的語言是？,Python,CSS,JavaScript,Go,C,正確答案是 C：JavaScript。
quiz-203,140.128.77.10/25 這個網段有多少可用的 IP？,128,123,126,100,C,正確答案是 C：126。
quiz-204,為了防止 Broadcast Storm，我們可以使用甚麼協定？,STP,HTTP,TCP,SNP,A,正確答案是 A：STP。
quiz-205,有許多與語言都可以藉由 transpiler 轉換成 JavaScript code，下列哪個語言不可以被轉換成 JavaScript？,PureScript,CoffeScript,PostScript,TypeScript,C,正確答案是 C：PostScript。
quiz-206,"x, y = y, x，請問這段 Python code 的功能是甚麼？",相乘,相加,交換,切割,C,正確答案是 C：交換。
quiz-207,下列哪個 JavaScript code 的執行結果為 true？,null > 0,null == 0,null >= 0,以上皆非,C,正確答案是 C：null >= 0。
quiz-208,下列哪個 JavaScript code 的執行結果為 false？,Math.max() < Math.min(),undefined == null,Infinity == Infinity,1 instanceof Number,D,正確答案是 D：1 instanceof Number。
quiz-209,若有一個二元樹，樹高為 h ，節點樹為 2^h-1 ，請問該二元樹又稱為？,Peferct Binary Tree,Full Binary Tree,Ideal Binary Tree,Complete Binary Tree,A,正確答案是 A：Peferct Binary Tree。
quiz-210,若有一個二元樹，樹高為 h ，子節點個數不是為 0 就是 2，請問該二元樹又稱為？,Peferct Binary Tree,Full Binary Tree,Ideal Binary Tree,Complete Binary Tree,B,正確答案是 B：Full Binary Tree。
quiz-211,若有一個二元樹，高度為 k ，已知它至少有 2^(k-1) 個節點，最多可能有 2^k - 1 個節點，請問該二元樹為？,Peferct Binary Tree,Full Binary Tree,Ideal Binary Tree,Complete Binary Tree,D,正確答案是 D：Complete Binary Tree。
quiz-212,下列有關 BinarySearch Tree 的敘述何者正確？,左子樹的鍵值均大於樹根的鍵值,右子樹的所有鍵值均小於樹根的鍵值。,左子樹和右子樹亦是二元搜尋樹,以上皆正確,C,正確答案是 C：左子樹和右子樹亦是二元搜尋樹。
quiz-213,下列何者非樹的結構？,Root,Siblings,Parent,以上皆為樹的結構,D,正確答案是 D：以上皆為樹的結構。
quiz-214,二元樹中，VLR Traversal 為下列何種方法？,pre-order,in-order,post-order,以上皆非,A,正確答案是 A：pre-order。
quiz-215,可以通過什麼按鍵組合來關閉 X window？,Ctrl-Alt-Backspace,Ctrl-Alt-Del,Ctrl-Z,fiwpqwmwekdmv,A,正確答案是 A：Ctrl-Alt-Backspace。
quiz-216,數位簽章應用了公鑰密碼領域使用的單向函數原理。下列關於單向函數的敘述，何者正確？,對於輸入，函數值容易計算，但是給一個隨機輸入的函數值，無法算出原始輸入,單向函數是否存在計算機科學中，是一個已經被證明的問題,單向函數存在，將證明複雜性類 P/NP 問題中，P 不等於 NP。,以上皆非,C,正確答案是 C：單向函數存在，將證明複雜性類 P/NP 問題中，P 不等於 NP。。
quiz-217,正規語法（Regular Grammar）是一種相當簡單的語法，後期發展成為重要的程式設計工具。此種標準的正規語法後來被稱為正規表達式（Regular Expression）。下列關於正規表達式符號之意義，何者正確？,^ ：匹配輸入字串的結束位置,$ ：匹配輸入字串的開始位置,* ：匹配前面的子運算式零次或多次,+ ：匹配後面的子運算式一次或多次,C,正確答案是 C：* ：匹配前面的子運算式零次或多次。
quiz-218,正規語法（Regular Grammar）是一種相當簡單的語法，後期發展成為重要的程式設計工具。此種標準的正規語法後來被稱為正規表達式（Regular Expression）。下列關於正規表達式符號之意義，何者錯誤？,\B：匹配非單詞邊界,\D：匹配一個數位字元,\n ：匹配一個分行符號,\S：匹配任何非空白字元,B,正確答案是 B：\D：匹配一個數位字元。
quiz-219,CNN 又稱為卷積神經網路，基本結構包含兩層，請問第一層與第二層的順序分別為？,池化層 / 卷積層,卷積層 / 池化層,植入層 / 池化層,池化層 / 植入層,B,正確答案是 B：卷積層 / 池化層。
quiz-220,CNN 又稱為卷積神經網路，其中一層稱做卷基層，關於卷積層的敘述，何者錯誤？,目的主要擷取出重要特徵,經過不停移動找出同樣的局部特徵,採用降維採樣,確認不同特徵間的位置關係,C,正確答案是 C：採用降維採樣。
quiz-221,CNN 又稱為卷積神經網路，基本結構包含兩層，其中一層稱做池化層，請問關於池化層的敘述，何者錯誤？,採用降維採樣,將卷積取得的結果進行壓縮,會盡可能保留重要的資訊,最常見的池化方式為最佳池化（optimization pooling）,D,正確答案是 D：最常見的池化方式為最佳池化（optimization pooling）。
quiz-222,RNN 又稱為循環神經網路，LSTM 為其衍伸，最主要的差異為 LSTM 中加入三個控制用開關，請問開關不包含下列何者？,輸入(input),移除(remove),輸出(output),遺忘(forget),B,正確答案是 B：移除(remove)。
quiz-223,ATM 是由下列金融卡交易訊息交換規格來溝通？,ISO/IEC 8859-1,ISO 8601,ISO 8583,ISO/IEC 80000,C,正確答案是 C：ISO 8583。
quiz-224,Processing 是一個提供給藝術創作者的一個開源的 IDE ，請問其不支援用哪個語言？,Java,Javascript,Python,Ruby,D,正確答案是 D：Ruby。
quiz-225,請問下列何者不為剖析器？,LL,LR,LALR,LSR,D,正確答案是 D：LSR。
quiz-226,下列哪一種語言是所謂的低階語言？,Assembly,C++,Python,Java,A,正確答案是 A：Assembly。
quiz-227,Linux 目錄樹配置標準 FHS，主要定義那三段目錄，下列何者為非？,root,/usr,/var,/bin,D,正確答案是 D：/bin。
quiz-228,橢圓曲線密碼學，一種建立公開密鑰加密的演算法。下列關於橢圓取線密碼學，何者敘述錯誤？,基於橢圓曲線數學,公開密鑰加密又稱為非對稱加密,它需要一個金鑰,加解密所需時間較長,C,正確答案是 C：它需要一個金鑰。
quiz-229,學生計算機年會的縮寫為？,SITCQN,sitcon,STICON,SITCON,D,正確答案是 D：SITCON。
quiz-230,在開發者笑話中，我們常比喻「什麼」與「什麼」的差異，就好像狗與熱狗？,C# 與 Objecct C,C 與 C++,HTML 與 CSS,Java 與 JavaScript,D,正確答案是 D：Java 與 JavaScript。
quiz-231,網際網路原始開發用途是？,軍事,建築,民用,工業,A,正確答案是 A：軍事。
quiz-232,下列哪一種程式語言最古老？,Fortran,C,Java,Verilog,A,正確答案是 A：Fortran。
quiz-233,在 C 語言中，int 型態能存取的最大值為多少？,2147483647,2147483648,2147483649,2147483650,A,正確答案是 A：2147483647。
quiz-234,在 C 語言中，int 型態能存取的最小值為多少？,–2147483648,–2147483647,–2147483650,–2147483651,A,正確答案是 A：–2147483648。
